total_area,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,cityCenters_nearest,floor_category
85.4,3,2.6,5.0,44.3,5,False,False,False,14.3,0,4110.0,последний
126.2,5,3.0,4.0,91.8,4,False,False,False,13.0,0,1698.0,последний
54.0,3,2.65,5.0,31.0,5,False,False,False,5.0,1,8887.0,последний
95.0,4,2.7,12.0,62.0,2,False,False,False,15.0,0,12156.0,другой
70.5,3,3.54,4.0,42.0,3,False,False,False,12.0,0,6594.0,другой
42.0,1,2.77,11.0,18.0,10,False,False,False,10.2,0,5954.0,другой
62.54,3,2.75,23.0,29.55,22,False,False,False,13.31,0,24329.0,другой
109.7,4,2.72,5.0,84.5,5,False,False,False,7.7,0,2356.0,последний
54.0,3,2.5,5.0,34.0,4,False,False,False,5.0,1,12154.0,другой
35.0,1,2.75,24.0,16.0,7,False,False,False,10.3,2,14150.0,другой
52.0,1,2.75,25.0,17.5,12,False,False,False,18.7,0,12099.0,другой
59.0,2,3.0,5.0,33.5,4,False,False,False,8.1,0,6124.0,другой
70.6,2,3.1,17.0,42.3,7,False,False,False,11.6,5,11391.0,другой
60.7,3,2.5,9.0,40.8,5,False,False,False,7.0,2,16270.0,другой
36.0,1,2.7,27.0,19.0,18,False,False,False,8.0,0,22710.0,другой
93.17,3,2.75,25.0,48.5,17,False,False,False,18.5,5,13370.0,другой
78.5,3,2.65,12.0,48.0,6,False,False,False,15.0,2,11884.0,другой
33.0,1,2.6,17.0,16.0,12,False,False,False,9.0,1,17172.0,другой
54.7,3,2.6,5.0,38.5,5,False,False,False,5.2,0,9110.0,последний
47.0,1,2.7,10.0,22.0,5,False,False,False,16.0,1,15577.0,другой
52.6,2,2.55,9.0,32.0,4,False,False,False,8.0,0,15976.0,другой
95.5,4,2.745,21.0,78.0,10,False,False,False,13.0,0,21101.0,другой
34.18,1,2.77,11.0,15.1,9,False,False,False,10.6,0,16699.0,другой
68.0,2,2.7,10.0,33.0,8,False,False,False,11.0,1,13607.0,другой
74.0,3,2.7,18.0,47.7,4,False,False,False,8.7,0,22488.0,другой
44.4,2,2.5,9.0,26.8,9,False,False,False,6.3,0,15148.0,последний
66.6,3,2.5,9.0,47.8,5,False,False,False,6.2,2,16447.0,другой
29.8,1,2.5,9.0,23.0,2,False,False,False,6.0,0,10391.0,другой
55.8,2,3.3,6.0,22.5,2,False,False,False,28.0,0,7304.0,другой
36.0,1,2.7,16.0,18.2,9,False,False,False,10.0,0,9234.0,другой
46.0,2,2.5,9.0,29.3,5,False,False,False,7.5,0,16782.0,другой
52.0,2,2.65,12.0,27.3,10,False,False,False,10.9,0,14772.0,другой
53.8,2,2.76,15.0,30.3,1,False,False,False,9.8,0,13239.0,первый
54.0,3,2.68,5.0,37.0,4,False,False,False,6.0,1,5515.0,другой
107.0,2,2.65,12.0,42.0,3,False,False,False,36.0,0,4593.0,другой
100.0,3,3.1,5.0,60.0,5,False,False,False,12.0,0,5135.0,последний
47.9,2,2.7,9.0,24.0,8,False,False,False,10.2,0,14186.0,другой
70.2,2,2.9,22.0,30.0,22,False,False,False,30.0,0,12278.0,последний
90.0,3,3.0,3.0,62.0,3,False,False,False,12.0,0,6417.0,последний
